1.55945	-0.138501	0	0	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.59593	0.322385	2.31478	0	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.88553	-0.126792	2.33101	0.172614	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
3.92377	0.0962107	2.35016	-0.00194983	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.84218	0.411954	2.49713	0.329426	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
6.80091	0.445034	2.5202	0.269394	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.06261	0.623115	2.52755	1.00069	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
9.04077	0.707896	2.56032	0.186247	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.5696	1.66468	2.65591	0.519426	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
11.5618	1.61707	2.75418	0.304484	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.6364	2.32379	2.49786	0.363395	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
13.6556	2.27818	2.57884	0.288966	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
16.5481	2.88692	2.88362	0.103973	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
16.5206	2.88083	2.82823	0.0956727	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
19.0141	3.69929	2.79626	0.373935	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
19.0417	3.72045	2.69359	0.447045	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.3264	4.73387	2.67629	0.464794	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
21.3709	4.73545	2.81556	0.352312	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.0414	5.56221	2.93312	0.228989	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
24.1036	5.59125	3.08629	0.228415	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
26.6124	6.95569	3.06588	0.586213	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
26.6083	6.9464	3.12506	0.518883	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.5428	8.07423	3.20491	0.29416	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
29.5274	8.07178	3.12493	0.305914	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
31.9477	9.87353	3.12466	0.77902	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358
31.9286	9.85462	3.14191	0.737974	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
34.6571	10.763	2.62263	0.243532	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
34.7226	10.8246	2.90522	0.304393	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
37.1409	12.0829	2.89738	0.534351	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
37.1848	12.0872	3.0492	0.434925	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
40.2427	13.4385	3.34346	0.36446	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459
40.1975	13.4283	3.14174	0.403242	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459
42.7649	14.8267	3.15516	0.536999	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938
42.7551	14.8235	3.20316	0.505211	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938
45.3415	16.5433	3.27758	0.615031	45.3572	16.5524	45.4265	16.3307	2.64546	1.29701
45.3638	16.5501	3.27991	0.62264	45.649	16.5213	45.4265	16.3307	2.64546	1.29701
48.1954	17.3231	2.97803	0.180277	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832
48.1755	17.3124	2.90905	0.143376	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832
50.6445	19.0563	2.73852	0.775829	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454
50.6437	19.0243	2.88811	0.555622	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454
53.6311	19.8742	3.10259	0.0748453	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716
53.6159	19.8549	3.02907	-0.0194792	53.5277	19.862	53.3577	19.9486	2.59372	1.07716
56.1605	21.0409	2.41657	0.379324	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022
56.174	21.0126	2.62805	0.32352	55.867	20.985	55.9669	20.9874	2.56561	0.978022
58.6485	21.778	2.67646	0.280261	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205
58.6541	21.7858	2.82518	0.319253	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205
60.883	22.7898	2.78326	0.4741	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031
60.8682	22.7841	2.76581	0.477781	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031
63.3794	23.4129	2.72777	0.171742	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987
63.4171	23.4211	2.6679	0.122198	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987
66.2683	23.9851	2.86208	0.236355	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655
66.1991	23.9623	2.51458	0.111142	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655
68.2853	24.3547	2.41828	0.122921	68.262	24.3582	68.4273	24.4824	2.30293	0.385623
68.3327	24.3775	2.53927	0.203601	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623
70.796	24.8747	2.64676	0.233494	70.8275	24.8844	70.7384	24.8137	2.22347	0.265395
70.759	24.8565	2.4164	0.14029	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395
72.9026	24.7182	2.39401	-0.175478	72.8923	24.7135	72.9675	25.025	2.13584	0.150292
72.9255	24.7299	2.41415	-0.149696	73.0732	25.0343	72.9675	25.025	2.13584	0.150292
75.0487	25.2323	2.03892	0.282409	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626
75.0466	25.227	2.05717	0.281408	74.9748	25.1378	75.1062	25.1224	2.04114	0.0423626
77.1232	24.9466	2.06074	-0.298481	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566978
77.1336	24.9488	2.0536	-0.318301	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566978
79.1052	25.0018	1.79151	0.065192	79.1089	25.0369	79.0861	25.0086	1.83649	-0.145607
79.1161	25.002	1.81918	0.0856372	79.1718	24.9698	79.0861	25.0086	1.83649	-0.145607
80.818	24.8793	1.82085	-0.0530969	80.8074	24.8688	80.9183	24.8178	1.73008	-0.223536
80.8283	24.87	1.74534	-0.165355	81.1423	24.8704	80.9183	24.8178	1.73008	-0.223536
82.5752	24.6381	1.85278	-0.143737	82.6216	24.6393	82.6423	24.5525	1.6235	-0.29012
82.5517	24.6265	1.78134	-0.270922	82.5085	24.8114	82.6423	24.5525	1.6235	-0.29012
84.178	24.5322	1.6511	-0.0734994	84.1733	24.5504	84.2584	24.2245	1.51869	-0.345444
84.1809	24.5328	1.65067	-0.0764344	84.2898	24.3312	84.2584	24.2245	1.51869	-0.345444
85.6658	23.8251	1.64542	-0.55919	85.6378	23.808	85.7688	23.8451	1.41749	-0.390006
85.6954	23.8472	1.69588	-0.429156	85.9743	23.7547	85.7688	23.8451	1.41749	-0.390006
86.9967	23.4961	1.38672	-0.271766	86.9449	23.527	87.1776	23.4252	1.32159	-0.424654
87.0312	23.5088	1.39195	-0.298477	87.6171	23.5127	87.1776	23.4252	1.32159	-0.424654
88.6807	22.8043	1.86504	-0.438878	88.8227	22.7869	88.4904	22.9745	1.23248	-0.450514
88.6481	22.7824	1.81432	-0.599203	88.4191	22.9498	88.4904	22.9745	1.23248	-0.450514
89.6205	22.22	1.18668	-0.724934	89.4967	22.3082	89.7145	22.5017	1.15138	-0.468904
89.6578	22.2322	1.22078	-0.58018	89.7821	22.4826	89.7145	22.5017	1.15138	-0.468904
90.5424	21.6578	1.09523	-0.563592	90.5133	21.6677	90.858	22.0141	1.07929	-0.481241
90.6004	21.6795	1.17717	-0.346825	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241
91.7268	21.1379	1.24414	-0.361781	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488964
91.7384	21.132	1.21797	-0.469227	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488964
92.8426	20.934	1.16092	-0.0929616	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443
92.8385	20.9472	1.06701	-0.175023	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443
93.5484	20.2404	0.91833	-0.866486	93.4668	20.2155	93.9011	20.513	0.92369	-0.495919
93.5935	20.2986	1.00818	-0.46877	93.7423	20.5071	93.9011	20.513	0.92369	-0.495919
95.142	19.6564	1.68755	-0.255724	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439
95.0154	19.6015	1.44654	-0.833519	94.494	19.8854	94.8209	20.01	0.893308	-0.497439
95.626	19.4927	0.537962	-0.872585	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816
95.7287	19.4681	0.731088	-0.356587	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816
96.3083	19.193	0.666605	-0.178577	96.2641	19.1597	96.5842	19.0065	0.865773	-0.500589
96.3437	19.1999	0.761147	-0.0754002	96.559	18.8688	96.5842	19.0065	0.865773	-0.500589
97.4439	18.74	1.08175	-0.560181	97.5286	18.727	97.45	18.506	0.868716	-0.503009
97.447	18.7509	1.10556	-0.474928	97.5333	18.1735	97.45	18.506	0.868716	-0.503009
98.2489	18.3642	0.955129	-0.41633	98.2105	18.3739	98.3198	18.0049	0.882805	-0.506023
98.2547	18.3645	0.953486	-0.42795	98.4162	18.1556	98.3198	18.0049	0.882805	-0.506023
99.0275	17.3943	1.14895	-1.15641	99.0363	17.357	99.2049	17.503	0.908006	-0.509278
99.0619	17.4645	1.16425	-0.603099	98.9782	17.2949	99.2049	17.503	0.908006	-0.509278
100.014	16.9888	1.09565	-0.304647	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134
100.023	16.989	1.05349	-0.393799	100.441	16.9521	100.117	17.0001	0.944242	-0.512134
101.135	16.5453	1.2683	-0.277343	101.204	16.5368	101.065	16.497	0.991362	-0.513687
